,Student ID,name_x,gender,grade,school,reading_score,math_score,School ID,name_y,type,size,budget
4,12731,Kimberly Reynolds,F,9th,Griffin High School,73,72,4,Griffin High School,Charter,1468,917500
4,12732,Shawn Moore,M,12th,Griffin High School,73,71,4,Griffin High School,Charter,1468,917500
4,12733,Ryan Williams,M,10th,Griffin High School,83,76,4,Griffin High School,Charter,1468,917500
4,12734,Patricia Clark,F,10th,Griffin High School,72,84,4,Griffin High School,Charter,1468,917500
4,12735,Ashley Sheppard,F,12th,Griffin High School,71,73,4,Griffin High School,Charter,1468,917500
4,12736,Bruce Tyler,M,10th,Griffin High School,98,84,4,Griffin High School,Charter,1468,917500
4,12737,John Harris,M,9th,Griffin High School,82,88,4,Griffin High School,Charter,1468,917500
4,12738,Kyle Garcia,M,12th,Griffin High School,86,75,4,Griffin High School,Charter,1468,917500
4,12739,Michael Williams,M,11th,Griffin High School,91,71,4,Griffin High School,Charter,1468,917500
4,12740,Nicole Collins,F,9th,Griffin High School,79,90,4,Griffin High School,Charter,1468,917500
4,12741,Jack Thompson,M,11th,Griffin High School,71,94,4,Griffin High School,Charter,1468,917500
4,12742,Christine Reynolds,F,12th,Griffin High School,70,80,4,Griffin High School,Charter,1468,917500
4,12743,Elizabeth Lopez,F,11th,Griffin High School,89,73,4,Griffin High School,Charter,1468,917500
4,12744,Emma Williams,F,11th,Griffin High School,75,91,4,Griffin High School,Charter,1468,917500
4,12745,Kelly Martin,M,11th,Griffin High School,81,96,4,Griffin High School,Charter,1468,917500
4,12746,Nina Pierce,F,11th,Griffin High School,83,88,4,Griffin High School,Charter,1468,917500
4,12747,Jennifer Brennan,F,10th,Griffin High School,80,73,4,Griffin High School,Charter,1468,917500
4,12748,Jeffery Terry,M,11th,Griffin High School,83,79,4,Griffin High School,Charter,1468,917500
4,12749,Michael Craig,M,9th,Griffin High School,86,89,4,Griffin High School,Charter,1468,917500
4,12750,David Moore,M,12th,Griffin High School,74,77,4,Griffin High School,Charter,1468,917500
4,12751,Brianna Mccarty,F,11th,Griffin High School,98,72,4,Griffin High School,Charter,1468,917500
4,12752,Brianna Crawford,F,12th,Griffin High School,90,85,4,Griffin High School,Charter,1468,917500
4,12753,Shelby Morgan,F,10th,Griffin High School,83,69,4,Griffin High School,Charter,1468,917500
4,12754,Elizabeth Wright,F,10th,Griffin High School,91,98,4,Griffin High School,Charter,1468,917500
4,12755,Kimberly English,F,9th,Griffin High School,81,72,4,Griffin High School,Charter,1468,917500
4,12756,George Solis,M,12th,Griffin High School,89,71,4,Griffin High School,Charter,1468,917500
4,12757,Kathleen Martinez,F,11th,Griffin High School,98,79,4,Griffin High School,Charter,1468,917500
4,12758,Lori Camacho,F,12th,Griffin High School,80,69,4,Griffin High School,Charter,1468,917500
4,12759,Linda Compton,F,12th,Griffin High School,84,73,4,Griffin High School,Charter,1468,917500
4,12760,Jennifer Watson,F,10th,Griffin High School,86,69,4,Griffin High School,Charter,1468,917500
4,12761,Christopher Mitchell,M,10th,Griffin High School,69,88,4,Griffin High School,Charter,1468,917500
4,12762,Teresa Park,F,9th,Griffin High School,90,97,4,Griffin High School,Charter,1468,917500
4,12763,Anthony Greene,M,9th,Griffin High School,96,80,4,Griffin High School,Charter,1468,917500
4,12764,Jennifer Haynes,F,11th,Griffin High School,89,98,4,Griffin High School,Charter,1468,917500
4,12765,Jessica Woodard,F,12th,Griffin High School,72,79,4,Griffin High School,Charter,1468,917500
4,12766,Kaitlyn Brown,F,10th,Griffin High School,71,92,4,Griffin High School,Charter,1468,917500
4,12767,Anthony Roberts,M,9th,Griffin High School,81,69,4,Griffin High School,Charter,1468,917500
4,12768,Erin Mills,F,11th,Griffin High School,88,92,4,Griffin High School,Charter,1468,917500
4,12769,James Daniels,M,10th,Griffin High School,84,72,4,Griffin High School,Charter,1468,917500
4,12770,Maxwell Banks,M,10th,Griffin High School,83,91,4,Griffin High School,Charter,1468,917500
4,12771,Pamela Thompson,F,11th,Griffin High School,98,71,4,Griffin High School,Charter,1468,917500
4,12772,Andrea Singh,F,9th,Griffin High School,74,68,4,Griffin High School,Charter,1468,917500
4,12773,David Frazier,M,9th,Griffin High School,97,76,4,Griffin High School,Charter,1468,917500
4,12774,Dennis Little,M,10th,Griffin High School,92,68,4,Griffin High School,Charter,1468,917500
4,12775,Steven Watson,M,11th,Griffin High School,96,90,4,Griffin High School,Charter,1468,917500
4,12776,Sarah Sullivan,F,11th,Griffin High School,98,95,4,Griffin High School,Charter,1468,917500
4,12777,Joshua Long,M,11th,Griffin High School,97,78,4,Griffin High School,Charter,1468,917500
4,12778,James Lucas,M,10th,Griffin High School,87,77,4,Griffin High School,Charter,1468,917500
4,12779,Douglas Scott,M,10th,Griffin High School,92,82,4,Griffin High School,Charter,1468,917500
4,12780,Jeffrey Stein,M,10th,Griffin High School,87,91,4,Griffin High School,Charter,1468,917500
4,12781,Luis Finley,M,10th,Griffin High School,84,87,4,Griffin High School,Charter,1468,917500
4,12782,Cindy Robinson,F,11th,Griffin High School,98,79,4,Griffin High School,Charter,1468,917500
4,12783,Jennifer Curry,F,12th,Griffin High School,78,81,4,Griffin High School,Charter,1468,917500
4,12784,Joseph Ross,M,10th,Griffin High School,89,70,4,Griffin High School,Charter,1468,917500
4,12785,Alexandra Sanders,F,11th,Griffin High School,91,83,4,Griffin High School,Charter,1468,917500
4,12786,Michael Osborne,M,11th,Griffin High School,71,92,4,Griffin High School,Charter,1468,917500
4,12787,Paul Berry,M,9th,Griffin High School,81,94,4,Griffin High School,Charter,1468,917500
4,12788,Bryan Barajas,M,10th,Griffin High School,85,70,4,Griffin High School,Charter,1468,917500
4,12789,Richard Ellis,M,9th,Griffin High School,86,68,4,Griffin High School,Charter,1468,917500
4,12790,Frederick Jones,M,12th,Griffin High School,84,96,4,Griffin High School,Charter,1468,917500
4,12791,Heidi Cannon,F,9th,Griffin High School,91,99,4,Griffin High School,Charter,1468,917500
4,12792,Jose Chavez,M,10th,Griffin High School,86,83,4,Griffin High School,Charter,1468,917500
4,12793,James Wall,M,10th,Griffin High School,69,82,4,Griffin High School,Charter,1468,917500
4,12794,Brenda Martin,F,11th,Griffin High School,98,88,4,Griffin High School,Charter,1468,917500
4,12795,Trevor Delgado,M,10th,Griffin High School,96,89,4,Griffin High School,Charter,1468,917500
4,12796,Sabrina Wagner,F,10th,Griffin High School,72,79,4,Griffin High School,Charter,1468,917500
4,12797,Sara Simpson,F,12th,Griffin High School,79,74,4,Griffin High School,Charter,1468,917500
4,12798,Michael Brown,M,11th,Griffin High School,87,76,4,Griffin High School,Charter,1468,917500
4,12799,Kimberly Myers,F,10th,Griffin High School,82,78,4,Griffin High School,Charter,1468,917500
4,12800,Jeffrey Thomas,M,10th,Griffin High School,72,99,4,Griffin High School,Charter,1468,917500
4,12801,Heather Thornton,F,10th,Griffin High School,81,91,4,Griffin High School,Charter,1468,917500
4,12802,Jennifer Ramirez,F,11th,Griffin High School,81,69,4,Griffin High School,Charter,1468,917500
4,12803,Nicholas Thomas,M,9th,Griffin High School,96,84,4,Griffin High School,Charter,1468,917500
4,12804,Courtney Mora,F,9th,Griffin High School,73,90,4,Griffin High School,Charter,1468,917500
4,12805,Casey Riley,M,12th,Griffin High School,87,78,4,Griffin High School,Charter,1468,917500
4,12806,Mr. Eduardo James,M,9th,Griffin High School,87,73,4,Griffin High School,Charter,1468,917500
4,12807,Melissa Griffin,F,10th,Griffin High School,93,99,4,Griffin High School,Charter,1468,917500
4,12808,Stephen Martinez,M,11th,Griffin High School,91,77,4,Griffin High School,Charter,1468,917500
4,12809,Brittany Cruz,F,9th,Griffin High School,76,95,4,Griffin High School,Charter,1468,917500
4,12810,Patricia Travis,F,10th,Griffin High School,70,91,4,Griffin High School,Charter,1468,917500
4,12811,Christian Johnson,M,12th,Griffin High School,87,71,4,Griffin High School,Charter,1468,917500
4,12812,James Brooks,M,9th,Griffin High School,79,99,4,Griffin High School,Charter,1468,917500
4,12813,Alexander Sanchez,M,10th,Griffin High School,85,93,4,Griffin High School,Charter,1468,917500
4,12814,Juan Spence,M,11th,Griffin High School,83,89,4,Griffin High School,Charter,1468,917500
4,12815,Jeremy Smith,M,12th,Griffin High School,94,88,4,Griffin High School,Charter,1468,917500
4,12816,Mr. Michael Cook,M,9th,Griffin High School,80,70,4,Griffin High School,Charter,1468,917500
4,12817,Lynn Wyatt,F,12th,Griffin High School,69,96,4,Griffin High School,Charter,1468,917500
4,12818,Elizabeth Coleman,F,12th,Griffin High School,98,69,4,Griffin High School,Charter,1468,917500
4,12819,Erik Peterson,M,12th,Griffin High School,69,94,4,Griffin High School,Charter,1468,917500
4,12820,Sheila Salazar,F,12th,Griffin High School,97,81,4,Griffin High School,Charter,1468,917500
4,12821,Rebecca Morgan,F,10th,Griffin High School,92,86,4,Griffin High School,Charter,1468,917500
4,12822,Renee Torres,F,10th,Griffin High School,74,82,4,Griffin High School,Charter,1468,917500
4,12823,Paula Gonzalez,F,10th,Griffin High School,73,78,4,Griffin High School,Charter,1468,917500
4,12824,Kenneth Smith,M,9th,Griffin High School,82,88,4,Griffin High School,Charter,1468,917500
4,12825,Mark George,M,12th,Griffin High School,84,74,4,Griffin High School,Charter,1468,917500
4,12826,Mr. David Hill,M,9th,Griffin High School,76,83,4,Griffin High School,Charter,1468,917500
4,12827,Lauren Spence,F,9th,Griffin High School,88,75,4,Griffin High School,Charter,1468,917500
4,12828,Joseph Scott,M,9th,Griffin High School,94,82,4,Griffin High School,Charter,1468,917500
4,12829,Erica Martinez,F,11th,Griffin High School,92,70,4,Griffin High School,Charter,1468,917500
4,12830,Desiree Reed,F,10th,Griffin High School,92,80,4,Griffin High School,Charter,1468,917500
4,12831,Kevin Singh,M,10th,Griffin High School,84,92,4,Griffin High School,Charter,1468,917500
4,12832,Dean Hernandez,M,9th,Griffin High School,89,70,4,Griffin High School,Charter,1468,917500
4,12833,Angelica Keller,F,11th,Griffin High School,69,85,4,Griffin High School,Charter,1468,917500
4,12834,Cheyenne Morgan,F,11th,Griffin High School,74,77,4,Griffin High School,Charter,1468,917500
4,12835,Kenneth Beasley,M,9th,Griffin High School,75,77,4,Griffin High School,Charter,1468,917500
4,12836,Sean Steele,M,12th,Griffin High School,80,77,4,Griffin High School,Charter,1468,917500
4,12837,Kimberly Thompson,F,9th,Griffin High School,86,94,4,Griffin High School,Charter,1468,917500
4,12838,Marcus Rodriguez,M,10th,Griffin High School,80,90,4,Griffin High School,Charter,1468,917500
4,12839,Jessica Lopez,F,9th,Griffin High School,86,92,4,Griffin High School,Charter,1468,917500
4,12840,Donna Carpenter,F,10th,Griffin High School,83,69,4,Griffin High School,Charter,1468,917500
4,12841,Jason Nelson,M,11th,Griffin High School,83,98,4,Griffin High School,Charter,1468,917500
4,12842,Nathaniel Hayes,M,10th,Griffin High School,89,98,4,Griffin High School,Charter,1468,917500
4,12843,Dr. Ryan Orozco DVM,M,12th,Griffin High School,99,89,4,Griffin High School,Charter,1468,917500
4,12844,Melissa Mcgrath,F,11th,Griffin High School,73,84,4,Griffin High School,Charter,1468,917500
4,12845,Jody Pearson,F,9th,Griffin High School,99,69,4,Griffin High School,Charter,1468,917500
4,12846,Diana Turner,F,10th,Griffin High School,72,78,4,Griffin High School,Charter,1468,917500
4,12847,Jessica Buck,F,9th,Griffin High School,86,71,4,Griffin High School,Charter,1468,917500
4,12848,Jody Ruiz,F,9th,Griffin High School,73,87,4,Griffin High School,Charter,1468,917500
4,12849,Jason Henry,M,11th,Griffin High School,74,70,4,Griffin High School,Charter,1468,917500
4,12850,Selena Watson,F,9th,Griffin High School,79,75,4,Griffin High School,Charter,1468,917500
4,12851,William Edwards,M,11th,Griffin High School,88,73,4,Griffin High School,Charter,1468,917500
4,12852,Richard Green,M,10th,Griffin High School,94,72,4,Griffin High School,Charter,1468,917500
4,12853,Janet Martin,F,9th,Griffin High School,82,68,4,Griffin High School,Charter,1468,917500
4,12854,Tammy Black,F,11th,Griffin High School,91,82,4,Griffin High School,Charter,1468,917500
4,12855,David Kelly,M,11th,Griffin High School,75,84,4,Griffin High School,Charter,1468,917500
4,12856,Andrea Young,F,11th,Griffin High School,70,83,4,Griffin High School,Charter,1468,917500
4,12857,Jessica Rogers,F,11th,Griffin High School,76,69,4,Griffin High School,Charter,1468,917500
4,12858,Denise Miles,F,12th,Griffin High School,93,76,4,Griffin High School,Charter,1468,917500
4,12859,Aaron Gould,M,12th,Griffin High School,78,77,4,Griffin High School,Charter,1468,917500
4,12860,David Hurley,M,9th,Griffin High School,88,68,4,Griffin High School,Charter,1468,917500
4,12861,Jason Chandler,M,11th,Griffin High School,82,78,4,Griffin High School,Charter,1468,917500
4,12862,Dominique Garcia,F,9th,Griffin High School,91,91,4,Griffin High School,Charter,1468,917500
4,12863,John Pennington,M,9th,Griffin High School,98,76,4,Griffin High School,Charter,1468,917500
4,12864,Joshua Rivera Jr.,M,9th,Griffin High School,70,93,4,Griffin High School,Charter,1468,917500
4,12865,Marc Harmon DDS,M,11th,Griffin High School,99,69,4,Griffin High School,Charter,1468,917500
4,12866,Diane Barber,F,11th,Griffin High School,99,83,4,Griffin High School,Charter,1468,917500
4,12867,Betty Reed,F,12th,Griffin High School,71,70,4,Griffin High School,Charter,1468,917500
4,12868,Kyle Hall,M,9th,Griffin High School,96,69,4,Griffin High School,Charter,1468,917500
4,12869,Ryan Lane,M,12th,Griffin High School,79,72,4,Griffin High School,Charter,1468,917500
4,12870,Terry Hughes,M,9th,Griffin High School,94,88,4,Griffin High School,Charter,1468,917500
4,12871,Randall Leon,M,12th,Griffin High School,85,95,4,Griffin High School,Charter,1468,917500
4,12872,Mr. Keith Peters DDS,M,11th,Griffin High School,90,86,4,Griffin High School,Charter,1468,917500
4,12873,Monique Silva,F,9th,Griffin High School,73,99,4,Griffin High School,Charter,1468,917500
4,12874,Dylan Cox,M,10th,Griffin High School,91,83,4,Griffin High School,Charter,1468,917500
4,12875,Amy Jennings,F,10th,Griffin High School,71,99,4,Griffin High School,Charter,1468,917500
4,12876,Nicholas Meyer,M,10th,Griffin High School,85,73,4,Griffin High School,Charter,1468,917500
4,12877,Christine Potter,F,10th,Griffin High School,89,80,4,Griffin High School,Charter,1468,917500
4,12878,Jay Ford,M,10th,Griffin High School,81,91,4,Griffin High School,Charter,1468,917500
4,12879,Ronald Miller,M,12th,Griffin High School,77,72,4,Griffin High School,Charter,1468,917500
4,12880,Michael Martin,M,11th,Griffin High School,99,81,4,Griffin High School,Charter,1468,917500
4,12881,Larry Diaz,M,12th,Griffin High School,86,87,4,Griffin High School,Charter,1468,917500
4,12882,John Rush,M,10th,Griffin High School,82,91,4,Griffin High School,Charter,1468,917500
4,12883,James Morrison,M,10th,Griffin High School,70,95,4,Griffin High School,Charter,1468,917500
4,12884,Anna Welch,F,12th,Griffin High School,69,77,4,Griffin High School,Charter,1468,917500
4,12885,Derrick Robinson,M,12th,Griffin High School,88,97,4,Griffin High School,Charter,1468,917500
4,12886,Susan Brown,F,10th,Griffin High School,74,87,4,Griffin High School,Charter,1468,917500
4,12887,James Jacobs,M,9th,Griffin High School,83,74,4,Griffin High School,Charter,1468,917500
4,12888,Christine Callahan,F,11th,Griffin High School,97,99,4,Griffin High School,Charter,1468,917500
4,12889,Aaron Griffin,M,11th,Griffin High School,88,72,4,Griffin High School,Charter,1468,917500
4,12890,Tammy Pearson,F,11th,Griffin High School,72,87,4,Griffin High School,Charter,1468,917500
4,12891,Lisa Martinez,F,12th,Griffin High School,97,96,4,Griffin High School,Charter,1468,917500
4,12892,Andrew Petty,M,10th,Griffin High School,96,90,4,Griffin High School,Charter,1468,917500
4,12893,Catherine Brown,F,12th,Griffin High School,76,84,4,Griffin High School,Charter,1468,917500
4,12894,Haley Strickland,F,10th,Griffin High School,70,75,4,Griffin High School,Charter,1468,917500
4,12895,Ashley Massey,F,10th,Griffin High School,76,90,4,Griffin High School,Charter,1468,917500
4,12896,Jared Hanson,M,9th,Griffin High School,83,89,4,Griffin High School,Charter,1468,917500
4,12897,Patricia Hall,F,12th,Griffin High School,74,95,4,Griffin High School,Charter,1468,917500
4,12898,Denise Snyder,F,10th,Griffin High School,74,77,4,Griffin High School,Charter,1468,917500
4,12899,John Miller,M,10th,Griffin High School,87,74,4,Griffin High School,Charter,1468,917500
4,12900,Sarah Simmons,F,9th,Griffin High School,69,71,4,Griffin High School,Charter,1468,917500
4,12901,Joseph Cruz,M,10th,Griffin High School,74,69,4,Griffin High School,Charter,1468,917500
4,12902,Elizabeth Lewis,F,10th,Griffin High School,99,89,4,Griffin High School,Charter,1468,917500
4,12903,Charles Jenkins,M,9th,Griffin High School,71,69,4,Griffin High School,Charter,1468,917500
4,12904,Thomas Smith,M,12th,Griffin High School,85,76,4,Griffin High School,Charter,1468,917500
4,12905,Aaron Wilkinson,M,11th,Griffin High School,95,86,4,Griffin High School,Charter,1468,917500
4,12906,Robert Sanchez,M,10th,Griffin High School,91,95,4,Griffin High School,Charter,1468,917500
4,12907,Samuel Taylor,M,11th,Griffin High School,94,88,4,Griffin High School,Charter,1468,917500
4,12908,Heather Cooper,F,12th,Griffin High School,95,72,4,Griffin High School,Charter,1468,917500
4,12909,James Smith,M,10th,Griffin High School,84,95,4,Griffin High School,Charter,1468,917500
4,12910,Michelle Banks,F,9th,Griffin High School,98,76,4,Griffin High School,Charter,1468,917500
4,12911,Stephen Li,M,9th,Griffin High School,72,99,4,Griffin High School,Charter,1468,917500
4,12912,Kelsey Walker,F,9th,Griffin High School,69,92,4,Griffin High School,Charter,1468,917500
4,12913,Albert Jones,M,10th,Griffin High School,74,79,4,Griffin High School,Charter,1468,917500
4,12914,Kyle Mejia,M,9th,Griffin High School,87,70,4,Griffin High School,Charter,1468,917500
4,12915,James West,M,10th,Griffin High School,71,78,4,Griffin High School,Charter,1468,917500
4,12916,Laura Miller,F,11th,Griffin High School,82,87,4,Griffin High School,Charter,1468,917500
4,12917,Amanda Freeman MD,F,12th,Griffin High School,76,81,4,Griffin High School,Charter,1468,917500
4,12918,Christopher Patterson,M,9th,Griffin High School,74,87,4,Griffin High School,Charter,1468,917500
4,12919,Geoffrey Stewart,M,9th,Griffin High School,99,86,4,Griffin High School,Charter,1468,917500
4,12920,Brett Powell,M,10th,Griffin High School,74,81,4,Griffin High School,Charter,1468,917500
4,12921,Joel Williams,M,11th,Griffin High School,81,74,4,Griffin High School,Charter,1468,917500
4,12922,Colleen Mason,F,11th,Griffin High School,93,93,4,Griffin High School,Charter,1468,917500
4,12923,Cassandra Wolf,F,12th,Griffin High School,84,85,4,Griffin High School,Charter,1468,917500
4,12924,Jeff Hall,M,12th,Griffin High School,78,86,4,Griffin High School,Charter,1468,917500
4,12925,Matthew Guerra,M,12th,Griffin High School,80,80,4,Griffin High School,Charter,1468,917500
4,12926,William Reyes,M,12th,Griffin High School,79,77,4,Griffin High School,Charter,1468,917500
4,12927,Sean Jones,M,12th,Griffin High School,97,83,4,Griffin High School,Charter,1468,917500
4,12928,Matthew Steele,M,12th,Griffin High School,79,89,4,Griffin High School,Charter,1468,917500
4,12929,Rhonda Olsen,F,10th,Griffin High School,80,75,4,Griffin High School,Charter,1468,917500
4,12930,Christina Thomas,F,12th,Griffin High School,98,86,4,Griffin High School,Charter,1468,917500
4,12931,Dr. Michelle Carlson,F,10th,Griffin High School,74,97,4,Griffin High School,Charter,1468,917500
4,12932,Calvin Gibson,M,10th,Griffin High School,84,78,4,Griffin High School,Charter,1468,917500
4,12933,Tom Patterson,M,12th,Griffin High School,74,92,4,Griffin High School,Charter,1468,917500
4,12934,Melissa Bennett,F,9th,Griffin High School,89,82,4,Griffin High School,Charter,1468,917500
4,12935,Jordan Hernandez,M,9th,Griffin High School,85,73,4,Griffin High School,Charter,1468,917500
4,12936,Kimberly Gonzales,F,9th,Griffin High School,87,75,4,Griffin High School,Charter,1468,917500
4,12937,Mitchell Alexander,M,10th,Griffin High School,75,70,4,Griffin High School,Charter,1468,917500
4,12938,Matthew Cooley,M,10th,Griffin High School,78,95,4,Griffin High School,Charter,1468,917500
4,12939,Gerald Horton,M,9th,Griffin High School,91,92,4,Griffin High School,Charter,1468,917500
4,12940,Dawn Day,F,10th,Griffin High School,70,95,4,Griffin High School,Charter,1468,917500
4,12941,Donald Walters,M,10th,Griffin High School,88,99,4,Griffin High School,Charter,1468,917500
4,12942,Joshua Medina,M,9th,Griffin High School,76,77,4,Griffin High School,Charter,1468,917500
4,12943,Evan Mitchell,M,12th,Griffin High School,91,90,4,Griffin High School,Charter,1468,917500
4,12944,Richard Morgan,M,11th,Griffin High School,80,77,4,Griffin High School,Charter,1468,917500
4,12945,Daniel Miller,M,11th,Griffin High School,94,68,4,Griffin High School,Charter,1468,917500
4,12946,Dr. Stephen Vargas,M,11th,Griffin High School,72,68,4,Griffin High School,Charter,1468,917500
4,12947,Richard Davis,M,11th,Griffin High School,89,80,4,Griffin High School,Charter,1468,917500
4,12948,Nancy Rivera,F,9th,Griffin High School,71,81,4,Griffin High School,Charter,1468,917500
4,12949,Kimberly Bell,F,12th,Griffin High School,74,98,4,Griffin High School,Charter,1468,917500
4,12950,Joseph Nicholson,M,12th,Griffin High School,78,73,4,Griffin High School,Charter,1468,917500
4,12951,Erik Robertson,M,12th,Griffin High School,97,82,4,Griffin High School,Charter,1468,917500
4,12952,Michael Watts,M,10th,Griffin High School,97,99,4,Griffin High School,Charter,1468,917500
4,12953,Ashley Shah,F,10th,Griffin High School,69,79,4,Griffin High School,Charter,1468,917500
4,12954,Christy Maldonado,F,10th,Griffin High School,76,70,4,Griffin High School,Charter,1468,917500
4,12955,Priscilla Fleming,F,9th,Griffin High School,86,78,4,Griffin High School,Charter,1468,917500
4,12956,Christopher Butler,M,9th,Griffin High School,75,82,4,Griffin High School,Charter,1468,917500
4,12957,Toni Scott,F,11th,Griffin High School,94,79,4,Griffin High School,Charter,1468,917500
4,12958,Douglas Soto,M,11th,Griffin High School,72,92,4,Griffin High School,Charter,1468,917500
4,12959,Ashley Harrington,F,10th,Griffin High School,92,94,4,Griffin High School,Charter,1468,917500
4,12960,Pam Clay,F,11th,Griffin High School,75,69,4,Griffin High School,Charter,1468,917500
4,12961,Daniel Floyd,M,9th,Griffin High School,99,82,4,Griffin High School,Charter,1468,917500
4,12962,Brandy Davis,F,9th,Griffin High School,97,92,4,Griffin High School,Charter,1468,917500
4,12963,Douglas Church,M,9th,Griffin High School,85,81,4,Griffin High School,Charter,1468,917500
4,12964,Colleen Frederick DVM,F,9th,Griffin High School,88,92,4,Griffin High School,Charter,1468,917500
4,12965,Thomas Davis,M,10th,Griffin High School,81,87,4,Griffin High School,Charter,1468,917500
4,12966,Charles Sullivan,M,9th,Griffin High School,77,86,4,Griffin High School,Charter,1468,917500
4,12967,Brett Mccoy,M,11th,Griffin High School,78,70,4,Griffin High School,Charter,1468,917500
4,12968,Maria Reynolds,F,10th,Griffin High School,87,90,4,Griffin High School,Charter,1468,917500
4,12969,Wendy Johnson,F,9th,Griffin High School,79,96,4,Griffin High School,Charter,1468,917500
4,12970,Deborah Walker,F,9th,Griffin High School,91,95,4,Griffin High School,Charter,1468,917500
4,12971,Allen Harris,M,9th,Griffin High School,73,88,4,Griffin High School,Charter,1468,917500
4,12972,Andrew Torres,M,12th,Griffin High School,75,95,4,Griffin High School,Charter,1468,917500
4,12973,Andrew Jenkins,M,10th,Griffin High School,89,84,4,Griffin High School,Charter,1468,917500
4,12974,Brenda Arnold,F,9th,Griffin High School,85,94,4,Griffin High School,Charter,1468,917500
4,12975,Melissa Patton,F,10th,Griffin High School,97,88,4,Griffin High School,Charter,1468,917500
4,12976,Amy Gay,F,12th,Griffin High School,82,89,4,Griffin High School,Charter,1468,917500
4,12977,Jonathan Cochran,M,10th,Griffin High School,94,86,4,Griffin High School,Charter,1468,917500
4,12978,Caroline Elliott,F,9th,Griffin High School,69,80,4,Griffin High School,Charter,1468,917500
4,12979,Shawn Butler,M,10th,Griffin High School,69,84,4,Griffin High School,Charter,1468,917500
4,12980,Robert Brooks,M,10th,Griffin High School,96,96,4,Griffin High School,Charter,1468,917500
4,12981,Kristina Pitts,F,9th,Griffin High School,79,83,4,Griffin High School,Charter,1468,917500
4,12982,Walter Flynn,M,10th,Griffin High School,80,86,4,Griffin High School,Charter,1468,917500
4,12983,Todd Camacho,M,9th,Griffin High School,71,81,4,Griffin High School,Charter,1468,917500
4,12984,Chad Poole,M,12th,Griffin High School,95,96,4,Griffin High School,Charter,1468,917500
4,12985,Anthony Robinson,M,9th,Griffin High School,74,78,4,Griffin High School,Charter,1468,917500
4,12986,Roberta Curtis,F,10th,Griffin High School,80,95,4,Griffin High School,Charter,1468,917500
4,12987,Gabrielle Marshall,F,9th,Griffin High School,92,91,4,Griffin High School,Charter,1468,917500
4,12988,Jerome Burnett,M,11th,Griffin High School,91,97,4,Griffin High School,Charter,1468,917500
4,12989,Candace Smith,F,9th,Griffin High School,85,78,4,Griffin High School,Charter,1468,917500
4,12990,Dr. Harry Chang,M,11th,Griffin High School,80,78,4,Griffin High School,Charter,1468,917500
4,12991,Jacob Lindsey,M,11th,Griffin High School,80,80,4,Griffin High School,Charter,1468,917500
4,12992,Tara Beltran,F,11th,Griffin High School,95,92,4,Griffin High School,Charter,1468,917500
4,12993,Judy Warren,F,9th,Griffin High School,91,68,4,Griffin High School,Charter,1468,917500
4,12994,Elizabeth Avila,F,12th,Griffin High School,75,71,4,Griffin High School,Charter,1468,917500
4,12995,Angela Smith,F,10th,Griffin High School,93,75,4,Griffin High School,Charter,1468,917500
4,12996,Timothy Knight,M,10th,Griffin High School,99,91,4,Griffin High School,Charter,1468,917500
4,12997,Taylor Grant MD,F,9th,Griffin High School,87,72,4,Griffin High School,Charter,1468,917500
4,12998,Amber Phillips,F,10th,Griffin High School,77,86,4,Griffin High School,Charter,1468,917500
4,12999,Courtney Morgan,F,10th,Griffin High School,87,99,4,Griffin High School,Charter,1468,917500
4,13000,Nathan Cochran,M,9th,Griffin High School,94,77,4,Griffin High School,Charter,1468,917500
4,13001,Patrick Silva,M,12th,Griffin High School,99,92,4,Griffin High School,Charter,1468,917500
4,13002,Christopher Spencer,M,10th,Griffin High School,98,77,4,Griffin High School,Charter,1468,917500
4,13003,Carla Hill,F,11th,Griffin High School,86,73,4,Griffin High School,Charter,1468,917500
4,13004,James Hoffman,M,10th,Griffin High School,83,79,4,Griffin High School,Charter,1468,917500
4,13005,Christian Stevenson,M,9th,Griffin High School,73,71,4,Griffin High School,Charter,1468,917500
4,13006,Natalie Harrison,F,9th,Griffin High School,83,78,4,Griffin High School,Charter,1468,917500
4,13007,Tiffany Perez,F,9th,Griffin High School,69,69,4,Griffin High School,Charter,1468,917500
4,13008,Jason Romero,M,11th,Griffin High School,95,75,4,Griffin High School,Charter,1468,917500
4,13009,Michael Mack,M,10th,Griffin High School,81,84,4,Griffin High School,Charter,1468,917500
4,13010,Brittany Thomas,F,10th,Griffin High School,82,69,4,Griffin High School,Charter,1468,917500
4,13011,Jeffrey Mann,M,9th,Griffin High School,81,69,4,Griffin High School,Charter,1468,917500
4,13012,Jasmine Rivera,F,9th,Griffin High School,79,80,4,Griffin High School,Charter,1468,917500
4,13013,Ashley Trujillo,F,11th,Griffin High School,69,80,4,Griffin High School,Charter,1468,917500
4,13014,Kristina Rangel,F,9th,Griffin High School,87,87,4,Griffin High School,Charter,1468,917500
4,13015,Kenneth Tucker,M,10th,Griffin High School,78,98,4,Griffin High School,Charter,1468,917500
4,13016,Lauren Johnson,F,9th,Griffin High School,82,96,4,Griffin High School,Charter,1468,917500
4,13017,Colleen Wolf,F,10th,Griffin High School,92,83,4,Griffin High School,Charter,1468,917500
4,13018,Matthew Brown,M,10th,Griffin High School,86,84,4,Griffin High School,Charter,1468,917500
